Unnamed: 0_level_0,Active Gross Power,Reactive Gross Power,Exhaust Pressure Turbine CW,Exhaust Pressure Turbine CCW,Unnamed: 5_level_0,Unnamed: 6_level_0,Main Steam Press,Main Steam Temp,Brine Header Press,Brine Header Temp,WHP,Valve Open,2 Phase line press,2 Phase line temp,WHP,Valve Open,2 Phase line press,2 Phase line temp,WHP,Valve Open,2 Phase line press,2 Phase line temp,WHP,Valve Open,2 Phase line press,2 Phase line temp,Separator Temp,Separator Pressure,Steam Flow,WHP,Valve Open,2 Phase line press,2 Phase line temp,WHP,Valve Open,2 Phase line press,2 Phase line temp,Separator Temp,Separator Pressure,Steam Flow,Main Steam Flowrate,Brine Flowrate,Total Flowrate,Injection Press,Injection Flow,Injection Temp,Valve open,WHP,Header Reinjection Pump Temperature,Header Reinjection Pump Pressure,"Opening 
CV-A","Opening 
CV-B",Delta Pressure,Outlet Temp,Opening Brine Dump Valve A,Opening Brine Dump Valve B,Opening Brine Dump Valve A,Opening Brine Dump Valve B,Opening Steam Dump Valve A,Opening Steam Dump Valve B
Unnamed: 0_level_1,MW,MVAR,Bara,Bara,oC,kg/MW,barg,oC,barg,oC,barg,%,barg,oC,barg.1,%.1,barg.1,oC.1,barg.2,%.2,barg.2,oC.2,barg.3,%.3,barg.3,oC.3,oC,barg,kg/s,barg.4,%.4,barg.4,oC.4,barg.5,%.5,barg.5,oC.5,oC.1,barg.1,kg/s.1,kg/s,kg/s,kg/s,bara,kg/s,oC,%,barg.6,oC,Bara,%,%,Barg,oC,%,%,%.1,%.1,%,%
,WT,VART,PT9206,PT9256,TE93X0,,PT2504x,TT2501,PT2503,TT2502,PT2006A,PV2005A,PT2008A,TT2007A,PT2006B,PV2005B,PT2008B,TT2007B,PT2006C,PV2005C,PT2008C,TT2007C,PT2006D,PV2005D,PT2008D,TT2007D,TT2207,PT2208,FT2220,PT2106A,PV2105A,PT2108A,TT2107A,PT2106B,PV2105B,PT2108B,TT2107B,TT2307,PT2308,FT2320,FT2527,FT2505,,PT2702A,FT2703A,TT2704A,PV2705A,PT2703A,TT-2601,PT-2603,PV-2503A,PV-2503B,PV-2503,TE-9124,LV-2227A,LV-2227B,LV-2327A,LV-2327A,PV-2430A,PV-2430A
2025-06-20 01:00:00,35.2960571,5.0997138,0.7633278,0.7712333,15.4041507,4.046919928305061,12.7690006,193.2027229,15.7899252,193.8319576,29.6987616,19.590609,13.9683513,198.0866573,31.9860708,11.9584445,13.6985748,195.8012939,18.3387231,44.9728653,14.0724806,196.0242285,18.8056667,44.9906813,13.9920008,197.5590117,194.9199069,13.2241729,45.61113461325,1.5728992,9.9739788,0,81.1055279,21.6590942,52.3634235,13.4413605,191.3694531,194.704166,13.1084314,3.553632581138889,51.02964881333333,91.81066805525,142.84031686858333,10.7879094,134.7268389295,96.6365214,17.9428208,7.2926879,86.0319915,14.0513571,1.0433514,0.2045139,1.7430823,93.6424525,0.1059817,0.1836769,0.0677578,0.0835121,1.6819182,0.395191
2025-06-20 02:00:00,35.2939644,3.4268762,0.7701423,0.7787388,15.1290857,3.8880633202267236,12.7835973,193.2477646,15.6643845,193.7978891,29.7280633,19.5100488,13.9680943,198.1311182,31.9927974,11.5697699,13.7108221,195.8518236,18.3842212,44.9843129,14.0865932,196.0769587,18.8484332,44.9877509,14.006336,197.5961239,194.9906359,13.2474875,46.19327142561111,1.3992463,9.9730778,0,81.0100624,21.6661112,52.2814834,13.4588111,191.3781382,194.7482254,13.1254211,3.830370598861111,50.34102741313889,86.88414099588888,137.2251684090278,11.1542235,131.00845605377776,95.2696798,15.8463101,6.6979765,84.8053205,14.1110831,0.9644804,0.2053847,1.5574835,92.6773003,0.1059115,0.1870014,0.0678503,0.0835925,1.9356919,0.3955333
2025-06-20 03:00:00,35.2945853,3.8039216,0.7677107,0.7782782,15.1820856,3.8684706889200617,12.7894537,193.2684562,15.646408,193.8626503,29.3978708,19.128942,13.9667605,198.1250723,32.0043282,10.6654189,13.7160159,195.883937,18.3691826,45.0414651,14.0887189,196.0850625,18.8952326,45.0425876,14.0113015,197.5872731,195.0136024,13.2543394,46.16964409352777,1.325812,9.9699504,0,80.9321741,21.6683028,52.1686031,13.4687793,191.3977821,194.7584332,13.1310682,3.6280508835833336,50.636742577805556,85.89932613283332,136.5360687106389,11.4042304,130.42437033744446,94.6225365,14.9219991,6.4927686,84.1431785,14.0980121,0.9438161,0.2049757,1.5468474,92.5024325,0.1060077,0.1852091,0.0680477,0.0837495,1.7161095,0.395343
2025-06-20 04:00:00,35.2954096,5.7350237,0.7580058,0.769194,15.2969666,3.8406324547977166,12.7869928,193.2676,15.6427551,193.8441283,29.1526359,19.0244651,13.9587432,198.09623,32.0132929,10.149047,13.7106205,195.855045,18.3442167,45.0413076,14.0818871,196.0582692,18.9137813,45.0444145,14.0046756,197.5727674,195.0089535,13.250553,46.023036600944444,1.2835977,9.9696799,0,80.8576904,21.6639602,52.3379952,13.4655923,191.3768617,194.7488689,13.127962,3.3905388302222224,49.99721346569445,85.55948214944443,135.5566956151389,11.2154702,130.15615538597223,94.5101496,14.9220868,6.3230721,84.1274027,14.0797508,0.9395566,0.2038419,1.561563,92.4138072,0.1061736,0.180369,0.0680239,0.0837774,1.6638151,0.3938431
2025-06-20 05:00:00,35.2510893,6.8174273,0.7565865,0.7663136,15.2606082,3.8410399452251824,12.7833653,193.2505167,15.661288,193.8186509,28.9489888,19.0184732,13.9426576,198.058524,32.0128884,10.1483343,13.7022867,195.8319341,18.3599137,45.0399467,14.0768564,196.0469683,18.9038839,45.0419412,13.9963659,197.5436249,194.9865931,13.2444913,45.97493619916666,1.2544827,9.9659626,0,80.7673256,21.6570403,52.2633663,13.4578543,191.3656609,194.7332578,13.1239785,3.4528985307222224,49.87133077377778,85.52951134022221,135.400842114,11.1165495,130.21988959575,94.5767108,14.9219609,6.2093416,84.03448,14.0828738,0.9402101,0.2028463,1.5769362,92.5333603,0.1059436,0.185613,0.0676858,0.0835109,1.6503141,0.3932178
2025-06-20 06:00:00,35.1757652,6.7658583,0.7558957,0.7648596,15.6163808,3.8894835645213233,12.7589354,193.1783562,15.6340336,193.8246795,28.7664196,19.0166427,13.910616,197.9717358,32.0147683,10.1459672,13.6741726,195.7789674,18.3368046,45.0403266,14.0454947,195.9788748,18.896356,45.0440721,13.9697929,197.4632491,194.9113445,13.218193,45.925730988472225,1.2248776,9.9664201,0,80.7079643,21.6553098,52.197527,13.4357375,191.3714508,194.6651244,13.0998501,3.4016161373055556,51.55714344980556,85.25841716505555,136.8155606148611,11.0275231,130.08895353525,94.7048551,14.9220009,6.1287564,83.8508874,14.0482539,0.9346313,0.2059957,1.5838283,92.6410321,0.1061978,0.1812389,0.06794,0.0837161,1.4997781,0.3964961
2025-06-20 07:00:00,35.1297177,6.6367478,0.7695892,0.7774325,16.4063164,3.9021135047459645,12.7307495,193.0722774,15.6283239,193.7822854,28.6211145,19.0328116,13.891774,197.8744956,32.0266579,10.1317616,13.6502919,195.6988401,18.342816,45.0207873,14.0056174,195.9135431,18.9088447,45.0546858,13.9491184,197.382086,194.8156325,13.1931013,45.92611096597223,1.2062563,9.9716245,0,80.7445854,21.6680505,52.6931622,13.4214385,191.3220525,194.5719028,13.0736529,3.5788379021944445,51.18521858597222,85.89492726911112,137.08014585508334,11.0642276,130.4686336154722,94.569637,14.9230713,6.1295557,83.935882,14.0590607,0.9167183,0.2129464,1.5678818,92.5635939,0.1076169,0.1551382,0.0696667,0.0854718,1.4413692,0.4024914
2025-06-20 08:00:00,34.9351082,6.4459431,0.8072276,0.8076276,17.4322084,3.878222598199303,12.6792155,192.8997718,15.6429711,193.6598644,28.5006301,19.4955881,13.8669935,197.7194888,32.0474797,10.1105425,13.6125763,195.5611851,18.36582,45.0044998,13.9510072,195.8187775,18.9062394,45.0744919,13.9078886,197.2665594,194.6578045,13.1471264,46.044090512333334,1.2339099,9.975118,0,80.889925,21.6857772,52.9583401,13.3918761,191.2372523,194.4107332,13.0237908,3.76085277275,49.963348817277776,85.5227772745,135.48612609177778,11.0310256,130.56998308044444,94.7298835,14.9253352,6.086003,84.156627,14.084391,0.889997,0.210671,1.5574145,92.6598805,0.1098504,0.1239755,0.0724167,0.088326,1.1260582,0.4018031
