Unnamed: 0_level_0,Active Gross Power,Reactive Gross Power,Exhaust Pressure Turbine CW,Exhaust Pressure Turbine CCW,Unnamed: 5_level_0,Unnamed: 6_level_0,Main Steam Press,Main Steam Temp,Brine Header Press,Brine Header Temp,WHP,Valve Open,2 Phase line press,2 Phase line temp,WHP,Valve Open,2 Phase line press,2 Phase line temp,WHP,Valve Open,2 Phase line press,2 Phase line temp,WHP,Valve Open,2 Phase line press,2 Phase line temp,Separator Temp,Separator Pressure,Steam Flow,WHP,Valve Open,2 Phase line press,2 Phase line temp,WHP,Valve Open,2 Phase line press,2 Phase line temp,Separator Temp,Separator Pressure,Steam Flow,Main Steam Flowrate,Brine Flowrate,Total Flowrate,Injection Press,Injection Flow,Injection Temp,Valve open,WHP,Brine Header Pressure,Brine Header Temperature,Header Reinjection Pump Temperature,Header Reinjection Pump Pressure,"Opening 
CV-A","Opening 
CV-B",Outlet Temp,Opening Brine Dump Valve A,Opening Brine Dump Valve B,Opening Brine Dump Valve A,Opening Brine Dump Valve B,Opening Steam Dump Valve A,Opening Steam Dump Valve B
Unnamed: 0_level_1,MW,MVAR,Bara,Bara,oC,kg/MW,barg,oC,barg,oC,barg,%,barg,oC,barg.1,%.1,barg.1,oC.1,barg.2,%.2,barg.2,oC.2,barg.3,%.3,barg.3,oC.3,oC,barg,kg/s,barg.4,%.4,barg.4,oC.4,barg.5,%.5,barg.5,oC.5,oC.1,barg.1,kg/s.1,kg/s,kg/s,kg/s,bara,kg/s,oC,%,barg.6,barg,oC,oC,Bara,%,%,oC,%,%,%.1,%.1,%,%
,WT,VART,PT9206,PT9256,TE93X0,,PT2504x,TT2501,PT2503,TT2502,PT2006A,PV2005A,PT2008A,TT2007A,PT2006B,PV2005B,PT2008B,TT2007B,PT2006C,PV2005C,PT2008C,TT2007C,PT2006D,PV2005D,PT2008D,TT2007D,TT2207,PT2208,FT2220,PT2106A,PV2105A,PT2108A,TT2107A,PT2106B,PV2105B,PT2108B,TT2107B,TT2307,PT2308,FT2320,FT2527,FT2505,,PT2702A,FT2703A,TT2704A,PV2705A,PT2703A,PT-2503,TT-2502,TT-2601,PT-2603,PV-2503A,PV-2503B,TE-9124,LV-2227A,LV-2227B,LV-2327A,LV-2327A,PV-2430A,PV-2430A
2025-06-12 01:00:00,34.9957476,5.5172171,0.8657256,0.9006602,16.8433121,1.9430812081770377,12.7830458,193.2391261,18.0866085,191.7743219,22.0477271,40.0366753,14.6454258,200.1415897,24.1080381,40.9053784,14.4347794,197.962813,20.7037151,34.8150622,14.4351816,197.4136623,20.3074169,40.798098,14.4514391,198.8934403,195.522343,13.4029089,53.64709247477778,5.5320941,9.9688087,0,74.6543732,21.143677,49.2622087,13.5407469,191.4569399,194.8551478,13.1696025,3.30867280725,62.08695255291667,5.91262697475,67.99957952766667,15.2660599,132.62417740233332,125.0838787,99.9565095,15.2397232,18.0866085,191.7743219,122.2265291,15.0865047,1.1998812,39.3324299,75.4804574,13.5503916,0.1635911,0.0688307,19.0423276,1.1137909,0.3412899
2025-06-12 02:00:00,35.1257883,6.4294986,0.8660251,0.8963927,17.0650187,1.9359667442759647,12.7100972,193.0169291,18.0261257,191.6892121,22.1478066,39.5312615,14.5848761,199.976947,23.0953367,39.9130418,14.3466238,197.6770841,21.4309968,34.9705526,14.3923861,197.366813,20.3067402,41.2043534,14.3943339,198.7308601,195.3162598,13.333936,53.88490056266667,5.5708642,9.9653138,0,74.5686961,21.1968628,51.1052064,13.4954254,191.3829987,194.6658318,13.1045159,3.38384948475,62.70977405116667,5.2925839641111105,68.00235801527778,15.2136518,132.36533479219446,124.6538802,99.9563924,15.1874823,18.0261257,191.6892121,121.9327087,15.0260415,1.1934253,39.2501073,75.0662282,14.2741335,0.1625759,0.0688685,19.9343746,1.1108844,0.3412666
2025-06-12 03:00:00,35.3139845,7.3996849,0.8645284,0.8861816,16.4876476,1.9386487247243687,12.6669166,192.8848822,17.993139,191.2707258,22.20556,39.0442491,14.5360818,199.8471125,22.6436495,38.9996025,14.2862629,197.5023029,21.5568915,34.916892,14.3465725,197.2458651,20.3035412,40.9086242,14.3423452,198.6242541,195.2094859,13.298087,54.14594549447222,5.6292873,9.9677245,0,74.4733408,21.129608,51.2653444,13.4481398,191.2779225,194.5422363,13.0638173,3.3007722703333333,63.90605489708334,4.555356118777778,68.46141101586112,15.1843666,132.3348986563889,124.2538469,99.9560747,15.1580021,17.993139,191.2707258,121.899639,14.9928105,1.1898301,39.2203814,74.8754274,12.0436841,0.1689753,0.0687604,19.696534,0.9875279,0.3397221
2025-06-12 04:00:00,35.2828511,7.2659498,0.8550446,0.8694316,15.6737314,1.9657289095505917,12.6668109,192.8617778,17.9787265,191.2504178,22.2373975,39.0475451,14.5047637,199.7423489,22.6830344,38.7307036,14.2481723,197.3240956,21.1007265,34.5813679,14.3036253,197.0520195,20.188127,40.9616063,14.3071787,198.5007672,195.1438722,13.2863948,53.526441866,5.7475045,9.9670933,0,74.3679203,21.0361996,54.1666206,13.4625326,191.279542,194.5381281,13.0687643,3.3860034785555557,63.81287505938889,5.54364535925,69.3565204186389,15.1691305,132.34859245897223,124.2272947,99.9547985,15.1424627,17.9787265,191.2504178,121.5643305,14.9786959,1.1984952,39.1914895,74.5162791,11.330634,0.1792584,0.0685751,18.9605662,0.9966827,0.3393036
2025-06-12 05:00:00,34.9986217,6.9504194,0.8375406,0.8505763,15.3051739,1.9785349922984727,12.6071723,192.6561152,17.9051981,191.7588173,22.2511501,39.0519164,14.4159071,199.4814527,22.3183845,38.3232711,14.134785,196.9250309,20.9782915,34.1450767,14.2113511,196.7623278,20.173802,41.3964323,14.2296842,198.2965734,194.8759731,13.2075321,52.67261359208333,5.9214211,9.9642885,0,74.2626311,20.873144,58.2498557,13.4243144,191.1614648,194.3609679,13.0146925,3.325210868916667,62.91151362736111,6.3344840883055555,69.24599771566666,15.1056433,132.0587293016389,124.1877462,99.9528531,15.0789479,17.9051981,191.7588173,121.5973088,14.9054248,1.2062991,39.0578979,74.6711162,12.7601296,0.1844971,0.068408,18.407574,0.8411751,0.3402704
2025-06-12 06:00:00,34.7983505,6.8603101,0.8340787,0.853691,15.7394127,1.9919323697094335,12.5501013,192.4669491,17.845935,191.8842741,22.2066418,39.2677771,14.3554415,199.3200453,21.8945569,38.6483039,14.0645776,196.7168147,21.2356408,34.1524252,14.1541985,196.5856873,20.2443837,41.7132254,14.1931309,198.2872209,194.69109,13.1501077,52.58666385669445,6.2446221,9.9687823,0,74.1812209,20.6832251,58.2545969,13.3549299,190.9793046,194.1625781,12.9543773,3.3053516518055557,62.74172025575,6.574240517694444,69.31596077344444,15.0581319,131.8024069727778,124.1967265,99.9544781,15.0316916,17.845935,191.8842741,121.5403126,14.8461312,1.1975567,38.8690383,74.8498488,13.5582068,0.1781505,0.0688354,17.8630911,0.8339302,0.3470185
2025-06-12 07:00:00,34.6653767,6.7758089,0.8544331,0.8893901,17.0561342,1.9891628960351733,12.5792772,192.5563321,17.87604,191.5562728,22.3160705,39.7729784,14.4248681,199.5026722,21.4984215,39.5422594,14.1294243,196.8990265,21.7039433,35.7698125,14.2337019,196.9529918,20.1878123,41.8966174,14.2793461,198.5916866,194.8163491,13.1945623,52.86878671525,6.5987438,9.9728976,0,74.1961564,20.6533301,56.1903694,13.3761281,191.0237912,194.2311437,12.979141,3.184247423777778,62.51804970255556,6.437031406166667,68.95508110872223,15.0711029,132.24419258408335,123.7934494,99.9605593,15.0458033,17.87604,191.5562728,121.3368559,14.8757299,1.153046,39.072216,74.6753429,17.1701725,0.1467623,0.0711145,17.9451265,0.8031825,0.3580925
2025-06-12 08:00:00,35.192174,6.2563922,0.8907309,0.9399468,18.394075,1.9108885496681103,12.6743491,192.8910294,17.9970034,188.7845625,22.1483473,40.0677562,14.5729386,199.8842856,21.1417005,39.9793046,14.247423,197.2351861,21.7752192,36.5251502,14.3443411,197.3941018,19.9992745,41.330204,14.3718638,198.8306402,195.2822429,13.3389822,54.65405689041667,6.8179971,9.9733619,0,74.326172,20.8132206,50.8714437,13.4425612,191.1981539,194.5176217,13.0644325,3.1984422997777777,62.97011489952778,4.278207435,67.24832233452778,15.1773985,133.09059391483333,124.081464,99.9669099,15.154004,17.9970034,188.7845625,121.7017146,14.9967263,1.0779601,39.4668328,74.6891571,10.5844864,0.1170767,0.0743867,19.6031328,0.7379081,0.3563372
